,BAL,BOS,NYY,TBR,TOR,CLE,CHW,DET,KCR,MIN,HOU,LAA,OAK,SEA,TEX,ATL,MIA,NYM,PHI,WSH,CHC,CIN,MIL,PIT,STL,ARI,COL,LAD,SDP,SFG
2024-07-13,0.9433920000008608,0.5954240000005128,0.9578880000008753,0.038727999999997355,0.005519999999999933,0.963632000000881,0,0.049275999999989606,0.5250880000004424,0.7389200000006563,0.5075800000004249,0.0024920000000000346,4.4000000000000006e-05,0.5850520000005024,0.08696400000000436,0.8378680000007552,4e-06,0.48067600000039806,0.9994920000009169,0.037051999999998586,0.09723200000001463,0.2581400000001755,0.883588000000801,0.1763120000000937,0.3880080000003054,0.3648200000002822,0,0.9628080000008802,0.4021120000003195,0.11188800000002928
2024-07-14,0.9584000000008758,0.6601760000005775,0.9495320000008669,0.05411199999998605,0.00819199999999979,0.9559240000008733,0,0.06487199999998226,0.4824920000003999,0.7065560000006239,0.4811880000003986,0.0038360000000000672,9.200000000000003e-05,0.5563080000004736,0.11832000000003572,0.8812480000007986,0,0.44116800000035855,0.9993640000009167,0.02960000000000263,0.13016400000004755,0.22248000000013987,0.9164280000008338,0.22714000000014453,0.3482200000002656,0.33246400000024984,0,0.9570280000008744,0.36867200000028605,0.1460240000000634
2024-07-19,0.9694400000008868,0.6007560000005181,0.9623680000008797,0.03770399999999811,0.005723999999999916,0.9665520000008839,0,0.07645999999999385,0.5367560000004541,0.6985480000006159,0.5538840000004712,0.002472000000000034,0.0001759999999999999,0.49754000000041493,0.09162000000000901,0.8885560000008059,0,0.39916800000031655,0.9989880000009164,0.0422039999999948,0.1079080000000253,0.1893120000001067,0.9200480000008374,0.28098400000019835,0.3614440000002788,0.3988480000003162,1.6e-05,0.9698640000008872,0.32338400000024076,0.11927600000003667
2024-07-20,0.9788680000008962,0.5548440000004722,0.9493400000008667,0.05397999999998615,0.003736000000000065,0.9550520000008724,0,0.09857600000001597,0.606644000000524,0.6554840000005728,0.6262840000005436,0.0017120000000000156,0.0003079999999999995,0.44076800000035815,0.0744039999999918,0.8734280000007908,0,0.4244400000003418,0.9983200000009157,0.04791199999999061,0.0752079999999926,0.14016800000005755,0.9342360000008516,0.3103520000002277,0.35056800000026794,0.42835200000034573,4e-06,0.9749360000008923,0.3583000000002757,0.08377600000000117
2024-07-21,0.9741600000008915,0.5152680000004326,0.9403000000008577,0.07365199999999104,0.005475999999999937,0.9488400000008662,0,0.08251999999999991,0.6717840000005891,0.6211440000005385,0.5604880000004778,0.0023560000000000312,0.00015199999999999995,0.5083600000004257,0.0955000000000129,0.8454440000007628,0,0.37139200000028877,0.9990400000009164,0.06273999999998013,0.0949120000000123,0.11318400000003058,0.9491840000008666,0.2613320000001787,0.41588000000033326,0.38027200000029765,0,0.9819200000008993,0.4197160000003371,0.10498400000002238
2024-07-22,0.9744760000008919,0.44284800000036023,0.9548040000008722,0.053239999999986694,0.005615999999999925,0.9310000000008484,0,0.10260000000002,0.7248640000006422,0.6812960000005986,0.525652000000443,0.004052000000000056,0.00029199999999999956,0.47507200000039246,0.12418800000004158,0.8115280000007289,0,0.42226800000033965,0.9987200000009161,0.06527999999998267,0.12017200000003757,0.1433080000000607,0.9381080000008555,0.30977200000022714,0.36717600000028455,0.32538400000024276,0,0.9881760000009056,0.4252000000003426,0.0849080000000023
2024-07-23,0.9684200000008858,0.5247800000004421,0.9472040000008646,0.07396799999999136,0.004268000000000038,0.949680000000867,0,0.09013600000000753,0.6870520000006044,0.6435400000005609,0.48985200000040724,0.006647999999999838,0.0006559999999999986,0.4433280000003607,0.17046800000008785,0.8002160000007176,0,0.4608040000003782,0.9991200000009165,0.04322799999999405,0.08909200000000649,0.1318040000000492,0.9484560000008658,0.24688000000016427,0.4000160000003174,0.36449200000028187,0,0.9903640000009077,0.46505200000038244,0.06047599999998138
2024-07-24,0.9632280000008806,0.4623920000003798,0.9374320000008548,0.06252799999997992,0.006699999999999834,0.9677760000008852,0,0.08004799999999744,0.6602440000005776,0.7200720000006374,0.5553640000004727,0.007959999999999759,0.0003199999999999995,0.3695440000002869,0.20639200000012378,0.7354040000006528,0,0.5151720000004325,0.9985560000009159,0.026768000000002255,0.06342399999998082,0.1524080000000698,0.9564320000008738,0.27350400000019087,0.318632000000236,0.3941320000003115,8e-06,0.9841760000009016,0.5090920000004264,0.07229199999998968
2024-07-25,0.9705520000008879,0.4554320000003728,0.9333200000008507,0.08343200000000082,0.0037680000000000656,0.9541920000008716,0,0.09657200000001397,0.6525400000005699,0.7100840000006274,0.5413320000004587,0.005751999999999913,0.0004519999999999991,0.3579240000002753,0.23464800000015204,0.687692000000605,0,0.56268800000048,0.9984000000009158,0.018784000000001196,0.062059999999980214,0.14699200000006438,0.9557680000008731,0.268628000000186,0.31316400000023054,0.3842160000003016,0,0.9879040000009053,0.5591720000004765,0.054531999999985745
2024-07-26,0.956672000000874,0.4827120000004001,0.904640000000822,0.05547999999998505,0.0040160000000000595,0.9624560000008798,0,0.06319999999998059,0.6861520000006035,0.743680000000661,0.5755640000004929,0.0031040000000000494,0.00043199999999999917,0.39469200000031207,0.1672000000000846,0.6240360000005414,0,0.6179920000005353,0.9976920000009151,0.02347600000000182,0.043627999999993755,0.17474800000009214,0.9401520000008575,0.22346800000014086,0.25867600000017604,0.43015200000034753,0,0.9824080000008998,0.613608000000531,0.06996399999998736
