BAL,0,0,0.4048120000003222,0
BOS,0,0,0.4051280000003225,0
NYY,0,0,0.40718800000032457,0
TBR,0,0,0.4061440000003235,0
TOR,0,0,0.405612000000323,0
CLE,0,0,0.4054960000003229,0
CHW,0,0,0.36178400000027916,0
DET,0,0,0.40706400000032444,0
KCR,0,0,0.4043120000003217,0
MIN,0,0,0.4061240000003235,0
HOU,0,0,0.406596000000324,0
LAA,0,0,0.35917200000027655,0
ATH,0,0,0.406644000000324,0
SEA,0,0,0.4072960000003247,0
TEX,0,0,0.406628000000324,0
ATL,0,0,0.3789240000002963,0
MIA,0,0,0.37997600000029735,0
NYM,0,0,0.36475200000028213,0
PHI,0,0,0.37986400000029724,0
WSH,0,0,0.37798400000029536,0
CHC,0,2,1.0000000000009173,-6
CIN,0,0,0.2670320000001844,0
MIL,0,0,0.26649600000018386,0
PIT,0,0,0.2675240000001849,0
STL,0,0,0.26930000000018667,0
ARI,0,0,0.25259600000016996,0
COL,0,0,0.26478400000018215,0
LAD,2,0,1.0000000000009173,6
SDP,0,0,0.2650120000001824,0
SFG,0,0,0.2657560000001831,0
